track_id,artist_name,artist_id,title,song_id,release,genre,midi_path,faiss_id
TRHDJHR128F42723F7,The Swingle Singers,ARF1PV11187FB5BC66,Air For G String,SOIULEQ12A8C1367F0,Place Vendome,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\D\J\TRHDJHR128F42723F7,8687
TRHDJKW128F42959A4,Dubstar,ARY0Q4H1187FB4F3CF,I (Friday Night) (Steve Hillier Remix),SODNFZV12A8C13D1BD,Make It Better,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\D\J\TRHDJKW128F42959A4,8688
TRHDJUR12903CA846B,Måns Zelmerlöw,ARLSB9Q1187B9B8D62,Millenium,SODMDXC12AB0187556,My Own Idol - Idol 2005,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\D\J\TRHDJUR12903CA846B,8689
TRHDKAE128F92F8008,The Barron Knights,ARFHJR61187B9B7FA3,Telephone Line,SODXCFB12AB017E55D,Funny In The Head - The Best Of The Barron Knights,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\D\K\TRHDKAE128F92F8008,8690
TRHDKZH128E078E81A,Shania Twain,ARUJZFJ1187B9B135F,When,SODTJYR12A6701DF18,Come On Over,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\D\K\TRHDKZH128E078E81A,8691
TRHDLDJ12903CBA900,Space DJZ,ARXZRGV1187B991738,Tool 001,SOKLLNX12AB0185841,Traktor Toolz Vol 1,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\D\L\TRHDLDJ12903CBA900,8692
TRHDLNP128F9342DCC,Pablo Casals,ARBTCQG1187FB52D00,Air (from Suite No. 3 in D major BWV1068),SOBLYZA12A58A79DB2,Pablo Casals: The Complete EMI Recordings,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\D\L\TRHDLNP128F9342DCC,8693
TRHDMKO128F424AC35,Mauro Picotto,AR2ZZK61187FB40C58,Ameno,SOLIGEF12A8C132F07,The Double Album,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\D\M\TRHDMKO128F424AC35,8694
TRHDNBY128F9324F3A,Karen Peck And New River,ARHNMEZ11F50C4706C,Hold Me While I Cry (Studio Track With Background Vocals),SOZWQNY12AB0180EDE,Hold Me While I Cry (Studio Track),,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\D\N\TRHDNBY128F9324F3A,8695
TRHDNIM128F4228C29,Creedence Clearwater Revival,ARSAIUN1187FB398D3,Hey Tonight,SOAZBWZ12A6D4FDC88,Live In Europe,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\D\N\TRHDNIM128F4228C29,8696
TRHDNWW12903CC22E2,Tukan,ARXSXI11187B990FC1,Light a Rainbow,SOXOWYJ12A8C1449A5,Light a Rainbow (Reloaded),,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\D\N\TRHDNWW12903CC22E2,8697
TRHDPWS128E0792432,Sting,ARUN2OO1187B9A7BF3,Brand New Day,SOABGOB12A6701D1FA,Brand New Day,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\D\P\TRHDPWS128E0792432,8698
TRHDQEL128F9333D5E,Scott Joplin,ARRTPN61187B9A3812,Swipesy,SOBHTOM12AB0185661,King of Ragtime Writers,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\D\Q\TRHDQEL128F9333D5E,8699
TRHDRPY128F92E4E8E,Livvi Franc,ARTCUTJ122BCFC9C1B,Now I'm That Chick Part II,SORVZMQ12A8C144F26,Now I'm That Chick Part II,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\D\R\TRHDRPY128F92E4E8E,8700
TRHDRUD128F425CE37,Andrei Gavrilov,AR4AJV91187FB4A0BC,Etudes Op.25 (2006 Digital Remaster): No.8 in D flat major,SOBWVWV12A8C134CE0,Chopin: Waltzes & Impromptus,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\D\R\TRHDRUD128F425CE37,8701
TRHDSRL12903CE954C,Maurice Larcange,AR6W9T51187B9A8B8E,Fais comme l'oiseau,SOOJBIM12AC468D688,Paris musique Paris musette,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\D\S\TRHDSRL12903CE954C,8702
TRHDTCL128F424AA26,Minnesota Orchestra,ARUHNOG1187FB3854A,Sarabande,SODWTQR12A8C134CDA,Ravel Orchestrations: Pictures At An Exhibition_ etc.,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\D\T\TRHDTCL128F424AA26,8703
TRHDTPQ128F147733A,Bob Marley & The Wailers,ARAZCWP129462A97F1,Could You Be Loved,SOLWOXW12D021B2450,Songs Of Freedom,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\D\T\TRHDTPQ128F147733A,8704
TRHDTSM128F92E9645,Costa Cordalis,ARH891I1187FB57957,Pan,SOBVWVZ12AB0179D03,Seine Größten Hits,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\D\T\TRHDTSM128F92E9645,8705
TRHDTVK128F92D12C1,Scissor Sisters,ARY2Z6Y1187B9BA126,I Don't Feel Like Dancin',SOHKPWS12AB0181F30,How To Lose Friends And Alienate People,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\D\T\TRHDTVK128F92D12C1,8706
TRHDTVU12903CF4811,Tracy Lawrence,ARII3PL1187FB52DD2,Crying Ain't Dying,SONCTSZ12AC961848E,Alibis,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\D\T\TRHDTVU12903CF4811,8707
TRHDUMF128F14590D1,Gary Moore,AR56P361187B9AC4DB,Cold Day In Hell (Live),SODEVUI12A6D4F8951,Blues Alive,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\D\U\TRHDUMF128F14590D1,8708
TRHDUNH128F426DD3C,Vladimir Horowitz,ARCPSQA11F4C83C1E3,"Prelude in D-flat Major_ Op. 28_ No. 15 ""Raindrop",SOHDBEM12A8C136394,Discovered Treasures (1962-1972): Previously unreleased studio recordings,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\D\U\TRHDUNH128F426DD3C,8709
TRHDUYK128F42A9B59,Liverpool,ARBQL9S1187B98A236,This Boy,SOVCYRN12A8C13DC6E,Me Gusta Que Te Guste,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\D\U\TRHDUYK128F42A9B59,8710
TRHDUYW128F426FB7B,Frank Sinatra,ARTASUV1187B9A2B67,I'm Glad There Is You,SOKDLBU12CF5465179,Sinatra Sings His Greatest Hits,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\D\U\TRHDUYW128F426FB7B,8711
TRHDVKN128F42AC966,Westlife,AR5YRCN1187B98E3C8,Flying Without Wings,SOEGKZM12A8C140BBA,You Raise Me Up,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\D\V\TRHDVKN128F42AC966,8712
TRHDWPK128F42798C2,Heart,ARN3SEQ1187FB47AA8,Unchained Melody,SOOMORW12AF72A2836,The Essential Heart,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\D\W\TRHDWPK128F42798C2,8713
TRHDWRL128E079533D,Nightwish,AR74Q3R1187B9B24C3,Ocean Soul,SOXUJIF12A67ADAD43,Century Child,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\D\W\TRHDWRL128E079533D,8714
TRHDZJC128F4228C28,Creedence Clearwater Revival,ARSAIUN1187FB398D3,Up Around The Bend,SOVFSLC12A6D4FDC87,Live In Europe,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\D\Z\TRHDZJC128F4228C28,8715
TRHDZXX128F92E3CE7,Pablo Casals,ARBTCQG1187FB52D00,Suite No 2 In D Minor: Minuetto I & II,SOACQFD12A8C141D37,Bach Cello Suites 1&2,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\D\Z\TRHDZXX128F92E3CE7,8716
TRHDZZE128E0783BE4,Tiziano Ferro,ARXF40D1187B9A3FB3,Alucinado,SOBKHEE12A6D4F964A,111 (Ciento Once),,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\D\Z\TRHDZZE128E0783BE4,8717
TRHECWZ12903CE67F2,Danny Davis & The Boys,ARPKYQU1187B9A062F,Gee Whiz It's You,SOGQRPF12AB018A168,Danny Davis & The Boys,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\C\TRHECWZ12903CE67F2,8718
TRHEDKC128F92D4738,Cliff Richard,ARJIAK51187B9B0C57,Empty Chairs (2004 Digital Remaster),SOBUJNR12AAA15D921,And They Said It Wouldn't Last (My 50 Years In Music),,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\D\TRHEDKC128F92D4738,8719
TRHEDQR128F92DF64A,MFSB,ARSK8811187B9AB2C2,TSOP (The Sound Of Philadelphia),SOYARPM12A8C1456E5,The Pop Years 1974 - 1975,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\D\TRHEDQR128F92DF64A,8720
TRHEDZB128F92D5493,In Extremo,ARHKQGH1187B9A4DB4,Poc Vecem,SODJXKM12A58A7B136,Raue Spree 2005,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\D\TRHEDZB128F92D5493,8721
TRHEFDK128F14659A0,Simple Minds,ARML8X41187B990644,Alive And Kicking (2002 Digital Remaster),SOAMSOE12A6D4F66E1,Once Upon A Time,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\F\TRHEFDK128F14659A0,8722
TRHEGDN12903CC4EAC,Air Supply,ARTL0JQ1187FB4D190,All Out Of Love (Live),SOFHMWF12AB018DACC,Greatest Hits Live...Now And Forever,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\G\TRHEGDN12903CC4EAC,8723
TRHEGDY128F14896C2,Kurt Masur,ARXMY8R1187B9AFE10,Schumann : Symphony No.1 in B flat major Op.38_ 'Spring' : I Andante un poco maestoso - Allegro molto vivace,SOFMHVA12A6D4F9AC2,Schumann : Symphonies Nos 1 & 4,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\G\TRHEGDY128F14896C2,8724
TRHEGJB128F9320C8E,Leandro and Leonardo,ARS0NZ31187B9AF7E9,Amor Vampiro,SOOXBLM12AB017E1F5,Bailão do Leandro e Leonardo,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\G\TRHEGJB128F9320C8E,8725
TRHEGTN128F4278401,Fredericks_ Goldman_ Jones,ARQDTOS12086C11443,A Quoi Tu Sers (Live),SOESJJG12A8AE490B2,Sur Scène,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\G\TRHEGTN128F4278401,8726
TRHEHDP128F4262E54,Groove Theory,ARY94DC1187FB5B69F,Tell Me,SOWTXQN12A8C13261A,Groove Theory,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\H\TRHEHDP128F4262E54,8727
TRHEHIY128F42942B9,Luca Carboni,ARXGO2I1187B9B9752,Il Mio Cuore Fa Ciock!,SOECWKG12A8C13C470,Diario,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\H\TRHEHIY128F42942B9,8728
TRHEHJW128F4291BC1,Yamboo,AR415401187B9914E2,Fiesta De La Noche,SOVZQOV12A8C13DD3C,Fiesta De La Noche,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\H\TRHEHJW128F4291BC1,8729
TRHEIBX128F92FEDB1,Wize,AR8UB1N1187B992DFE,Exhibition,SOZZNID12AB01813BA,Exhibition,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\I\TRHEIBX128F92FEDB1,8730
TRHEIJE128E078A9FC,Brian Wilson,ARD9UVF1187B9B17FE,Old Master Painter / You Are My Sunshine,SOMGMLF12A6701E366,Smile,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\I\TRHEIJE128E078A9FC,8731
TRHEINL128F145651D,BBE,ARAO3ET1187FB54CA0,Seven Days And One Week (Moguai Remix),SOOKWRT12A6D4F720A,Seven Days And One Week,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\I\TRHEINL128F145651D,8732
TRHEJBV128F146D61D,Vittorio Grigolo,ARCUJ1T1187B997B07,Se Tu Non Sei Lei,SOUXHYP12A6D4F6BF3,In The Hands Of Love,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\J\TRHEJBV128F146D61D,8733
TRHEJGW128F1456F6F,Deep Purple,ARXPE8V1187B99AEC9,Black Night (Single Version),SOJKCJL12A6D4F648D,Deepest Purple - The Very Best Of Deep Purple,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\J\TRHEJGW128F1456F6F,8734
TRHEJKQ128F92DC5E3,Jake Owen,ARGHYWC1187B9B06E4,Who Said Whiskey,SOZJIZD12AAA8C5B49,Easy Does It,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\J\TRHEJKQ128F92DC5E3,8735
TRHEJLA12903CC368F,Brenda Fassie,ARYLTG61187FB44145,Vul'indela (Live Remixed),SOZPUSL12AB018D0DA,Ag Shame Lovey (Live Remixed),,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\J\TRHEJLA12903CC368F,8736
TRHEJZQ12903C9AF4B,Thalia,AR6VHEC1187FB5AC0D,Viaje Tiempo Atras [Journey To The Past]  (Thalia Version),SOGOHNU12AB018456C,Anastasia,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\J\TRHEJZQ12903C9AF4B,8737
TRHEKXF128F42B858C,Sarah McLachlan,ARKGMWY1187FB48338,Building A Mystery,SOHJAYC12A8C13F54D,Mirrorball: The Complete Concert,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\K\TRHEKXF128F42B858C,8738
TRHEKXX128F42AC38A,Across The Universe,ARZFFUN1241B9CE859,Sway (Cover Version),SOGKVYI12A8C14023C,A Tribute To The Pussycat Dolls,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\K\TRHEKXX128F42AC38A,8739
TRHELEE128F4280A6B,Soul Asylum,ARQXR6R1187FB46FD6,The Game,SOCATHZ12A8C138797,After The Flood: Live From The  Grand Forks Prom,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\L\TRHELEE128F4280A6B,8740
TRHENXN128F425D581,Jessy J,AR3PPR9119B340330A,Mas Que Nada,SOTYHMI12A8C137E76,Tequila Moon,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\N\TRHENXN128F425D581,8741
TRHEOII12903CB23D6,Johnny Nash,AREZWC61187FB52DCF,I Can See Clearly Now,SOENYUH12AB0187813,Billboard #1s: The '70s,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\O\TRHEOII12903CB23D6,8742
TRHEOIY128E079654E,Morcheeba,ARU3C671187FB3F71B,Be Yourself,SOGFHHE12A67ADF7E8,Parts Of The Process,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\O\TRHEOIY128E079654E,8743
TRHEOJO128F42597F9,George Michael,ARAKARO1187B9A1EB6,Careless Whisper,SOTHDZE12A8AE46E46,Make It Big,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\O\TRHEOJO128F42597F9,8744
TRHEOVF128F9332B63,Darren Rahn,ARUGJRZ11F4C844981,Come Back To Me,SOWWRNA12AB0186BEA,Soulful,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\O\TRHEOVF128F9332B63,8745
TRHEPBJ12903CA799B,Audision,AR4SKQI1187FB4B348,Yellow Sunset,SOYGLIB12AB0187C01,Spectral Face EP,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\P\TRHEPBJ12903CA799B,8746
TRHEPVC128F149ED33,America,AR6J5DI1187FB4CF6E,Daisy Jane (Album Version) (2006 Remastered),SOKRKOO12A6D4F975C,Definitive Pop: America,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\P\TRHEPVC128F149ED33,8747
TRHEQIF128F92DCF1B,Skank,AR9B5TA1187B9906CB,Esmola (Ao Vivo),SOZVPGI12AB017F4B7,Calango,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\Q\TRHEQIF128F92DCF1B,8748
TRHEQSN128F932A400,Spinners,ARWDGTH1187FB4BD33,They Just Can't Stop It the (Games People Play) (Remastered Remix Version),SOMEBRS12A8C13D276,Are You Ready For Love? - The Very Best Of The Detroit Spinners,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\Q\TRHEQSN128F932A400,8749
TRHEQXE12903CBF72C,Prinz Porno,ARLQPCR12086C1188A,20000 Meilen Untergrund,SOEGGAK12AB0188919,Radiumreaktion,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\Q\TRHEQXE12903CBF72C,8750
TRHERAB128F42BC659,Aaron Carter,AR6ITBI1187B98CBBC,One Better,SOCKGXA12A8C1408D4,Come Get It: The Very Best Of Aaron Carter,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\R\TRHERAB128F42BC659,8751
TRHERBD128F92FCE7C,Fabio Concato,ARYP2JH1187B98CEF6,Rime Per Un Sogno,SODSRKT12AB0185498,La Storia 1978 - 2003,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\R\TRHERBD128F92FCE7C,8752
TRHERMM128F9318566,Magic Affair,ARXYZPO1187B98EF4E,Fire,SOOWDUR12AB0181A59,Remixcollection I 1993-1994,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\R\TRHERMM128F9318566,8753
TRHERNK12903CB01F8,Outsiders,AR4YVTV1187FB5840C,Keep This Fire Burning,SONRINF12AAFF44402,Keep This Fire Burning ft. Amanda Wilson,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\R\TRHERNK12903CB01F8,8754
TRHERPX128E0793096,Sting,ARUN2OO1187B9A7BF3,Fortress Around Your Heart,SOUMFCO12AB01889A6,The Dream Of The Blue Turtles,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\R\TRHERPX128E0793096,8755
TRHERRW128EF349398,Air Supply,ARTL0JQ1187FB4D190,Even The Nights Are Better,SORBCML12A6D4F7ED9,All Out Of Love Live,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\R\TRHERRW128EF349398,8756
TRHESMB12903CB3A74,Two 4 Pop,ARAQMIX1269FB37295,Schau mal herein (... die Tasse Kaffee),SOOSLKS12AB0189034,Schau mal herein (... die Tasse Kaffee),,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\S\TRHESMB12903CB3A74,8757
TRHESUJ128F92F57BB,Deep Purple,ARXPE8V1187B99AEC9,Child In Time,SOIJNTH12AAF3B3E71,Hit Collection - Edition,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\S\TRHESUJ128F92F57BB,8758
TRHETMP128F92CB563,Panpipes,AR10V391187B9956D5,Take A Chance On Me,SOVLMCH12A8C1455F2,Romantic Panpipes Candle In The Wind,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\T\TRHETMP128F92CB563,8759
TRHEUXT128F147B343,Helene Grimaud,AREOIG41187B9A23C9,Brahms - Intermezzo In A Major Op. 118 No. 2,SOKXGYF12A6D4F9494,Classical Calm,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\U\TRHEUXT128F147B343,8760
TRHEWIH128F92E1E74,Alain Souchon,ARLZ6BF1187FB3DD6A,S'asseoir Par Terre,SOJSRTE12AB017CB66,Collection,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\W\TRHEWIH128F92E1E74,8761
TRHEWLU128F92F5985,George Winston,ARPOBPN1187B9ADA45,Joy,SOANOMT12A8C138646,Conversations with God: A Windham Hill Collection,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\W\TRHEWLU128F92F5985,8762
TRHEXYE128F427BD29,Earth_ Wind & Fire,ARVWJM61187B9B7715,Sing A Song,SOGVHGS12D0219923A,The Ultimate Collection,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\X\TRHEXYE128F427BD29,8763
TRHEZPL128F428A575,Bobby Bare,ARYWN7S1187FB43A41,Detroit City,SOQKWYU12A8C139C55,Nipper's Greatest Hits 60's Vol. 2,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\E\Z\TRHEZPL128F428A575,8764
TRHFACS128F426BD00,Martha Argerich,AREVPHS1187FB3B6EB,Kinderszenen (Scenes from Childhood) Op. 15: 13. Der Dichter spricht (The Poet Speaks),SOIVQRF12A8C13C38C,Martha Argerich: Live from Lugano 2007,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\F\A\TRHFACS128F426BD00,8765
TRHFAEJ128F426A836,Boston,AROGBIV1187B9B0FCE,Peace Of Mind,SORJYUY12A8C134E8B,Boston,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\F\A\TRHFAEJ128F426A836,8766
TRHFBXK128EF34C342,Eugenio Finardi,ARSQBUM1187B9AD019,Con questi occhi,SOGQJZA12A6BD566F7,Occhi,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\F\B\TRHFBXK128EF34C342,8767
TRHFCON128F14745EB,Frankie Valli & The Four Seasons,ARGMYYN122BCFCB297,Dawn [Go Away] (LP Version),SORKLRW12A58A7B9CE,Rhino Hi-Five: Frankie Valli & The Four Seasons,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\F\C\TRHFCON128F14745EB,8768
TRHFCTK128F428A170,The Police,ARIPLUN1187B99B9F9,Walking On The Moon,SOLBGDY12A6701E09B,The Police,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\F\C\TRHFCTK128F428A170,8769
TRHFDDL128F92E65B7,Tukan,ARXSXI11187B990FC1,Wonder of Life,SOWOKFG12A8C1459FE,Wonder of Life,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\F\D\TRHFDDL128F92E65B7,8770
TRHFFEA128F4261165,Rachel Loy,ARHBV1W1187B9B496C,I Can Feel It (Lovin Me) P.H.A.T.T. Radio Edit,SOYVJUN12A8C13843E,I Can Feel It (Lovin Me),,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\F\F\TRHFFEA128F4261165,8771
TRHFFOC128F92F901F,Robert Palmer,AR4BDNG1187FB44870,Mercy Mercy Me/I Want You (Medley),SOLXNYV12A6D4F62CD,Original Hits - Pub Jukebox,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\F\F\TRHFFOC128F92F901F,8772
TRHFGML128F14581FB,Kenny Rogers And Sheena Easton,AR26BF61187FB43349,We've Got Tonight,SOWIGCV12A6D4F6A35,The World Of Sheena Easton - The Singles,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\F\G\TRHFGML128F14581FB,8773
TRHFGRA128F92D309A,Britney Spears,AR03BDP1187FB5B324,Circus,SOTEZXN12AB017F7CC,Circus,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\F\G\TRHFGRA128F92D309A,8774
TRHFGWZ128F92E7E6A,The Flesh Eaters,ARB9WLX1187FB4C9F7,Before I Die,SOBSMKJ12AB017D27F,Miss Muerte,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\F\G\TRHFGWZ128F92E7E6A,8775
TRHFHHR128F9339010,Emmerson Nogueira,AROZ9WA1187B995DF9,Hotel California,SOAMAFQ12AB0183861,Emmerson Nogueira Ao Vivo,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\F\H\TRHFHHR128F9339010,8776
TRHFHMB128F4213BC9,Doro,ARCRS8O1187FB3A491,I'll Be Holding On,SONFLDS12A6D4F9F87,Doro,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\F\H\TRHFHMB128F4213BC9,8777
TRHFHWT128F429032D,Cibo Matto,ARPOXHP1187B9B8112,Aguas de Marco,SOCFQFA12A8C13EB2F,Silencio= Muerte: Red Hot + Latin Redux,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\F\H\TRHFHWT128F429032D,8778
TRHFIZR128F428BE7F,Air Supply,ARTL0JQ1187FB4D190,Even The Nights Are Better,SOUUVSL12A8C139906,The Definitive Collection,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\F\I\TRHFIZR128F428BE7F,8779
TRHFJDB128F92F0CC6,Sergei Prokofiev,ARJXAAL11F4C83D844,Pictures at an Exhibition (Bydlo; Ballet of Chicks in Their Eggs),SOGGRXU12AAF3B3012,Prokofiev The Pianist,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\F\J\TRHFJDB128F92F0CC6,8780
TRHFKHF128F9342C4A,Eddie Rabbitt,ARNW5721187FB38E9F,Rockin' With My Baby (LP Version),SOTRDMY12AB018630A,Horizon,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\F\K\TRHFKHF128F9342C4A,8781
TRHFKIM128F92FB53E,Céline Dion,ARFWL8S1187B9B4B44,I Drove All Night,SONZEJP12A8C14572A,One Heart,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\F\K\TRHFKIM128F92FB53E,8782
TRHFLBA128F92EFDE3,Tic Tac Toe,ARQGVFL1187FB5AAB1,Funky,SORSQIC12A8C137904,The Best Of,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\F\L\TRHFLBA128F92EFDE3,8783
TRHFMIK12903D07379,Bob Rivers,AREW55F1187B9B5948,When A Man Loves A Chicken (LP Version),SOGVPRO12AC4689A88,Best Of Twisted Tunes_ Vol. 2,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\F\M\TRHFMIK12903D07379,8784
TRHFMOJ12903CC4D48,Pupo,AR994RQ1187B98FE6B,Un amore grande,SOBXHXE12A8C141CEC,Tornerò,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\F\M\TRHFMOJ12903CC4D48,8785
TRHFNET12903CB1AFB,Studio Allstars,ARKCVYI11F50C51451,Miracle - (Tribute to Cascada),SOCHEAW12AB0187F4F,50 Dance Hits,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\F\N\TRHFNET12903CB1AFB,8786
TRHFOAX128F42A896B,Rui Da Silva,ARE17W51187FB5381B,Regressors,SOORIKP12A8C13DAA6,Spreading Isolation,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\F\O\TRHFOAX128F42A896B,8787
TRHFOFY128F1469637,Julian Lennon,AR3HE361187B9B9649,Too Late For Goodbyes,SOECJLM12A6D4F6AC1,Valotte,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\F\O\TRHFOFY128F1469637,8788
TRHFOGI128F92EEB6F,Carlos Bonell,ARJ1B011187B9A3A24,Ponce: Scherzino Mexicano,SOLMQAM12AB017FB8A,The Private Collection,,C:\Users\danie\Documents\GitHub\music-representation-learning\data\midi_files\H\F\O\TRHFOGI128F92EEB6F,8789
