track_id,artist_name,artist_id,title,song_id,release,artist_location,genre
TRBWPFL128F9315141,Headnodic,ARLLMH911C8A421347,Lucite,SOPUANB12A58A7B1FD,Tuesday,,
TRBWPJD128F92D267E,Cosmo Vitelli,ARKRN871187B98B5A8,Robot Soul (Blackstrobe remix),SOEXPKT12A8C144575,Robot Soul,,
TRBWPKC128F427DBB0,Merche,ARKE6XC1187B991839,Eras Tu,SOUCRJY12A8C13C906,Necesito Libertad,,
TRBWPLN12903CC357B,Tenth Avenue North,ARIAFCM1187B9A104F,All The Pretty Things,SOBLFBC12AB0186E1B,The Light Meets The Dark,"West Palm Beach, Florida",
TRBWQAK128F42450A4,Mariano Yanani,ARY1P2B1187B9B78F5,Is This Love,SOQXBOT12A8AE47191,Babies Go Bob Marley,,
TRBWQED128F145C202,Atomic Kitten,AR0IU4L1187FB4CCB9,Locomotion,SOODVBB12A6D4F7939,Access All Areas: Remixed & B-Side,"Liverpool, England",
TRBWQUJ128F146B850,Richard Thompson / Linda Thompson,ARSTKIT1187B9A37A8,The Calvary Cross,SOXECVL12A6D4F8A1F,I Want To See The Bright Lights Tonight,"London, England",
TRBWSLV128F4272CD3,Arcadi Volodos,ARSD7XR1187B98D2CC,Étude-tableaux in C-sharp minor_ Op. 33 No. 6 (9),SOWCEBP12A8C133A90,Rachmaninoff: Piano Concerto No. 3,,
TRBWTPJ128F145FB00,Rush,ART48CP1187B9AE314,Freewill,SOFULYH12A6D4F7779,Spirit Of Radio: Greatest Hits (1974-1987),"Toronto, Ontario, Canada",
TRBWTQF128F4263C3E,Mariah Carey,ARKSZW81187B9B695D,Looking In,SOPXNKM12A8C134BE4,Daydream,"New York, New York",
TRBWTYE12903CDE91E,Tigran Oganezov,ARDHTXD1241B9C6946,Trigga,SOBAHJD12AB018F22C,Trigga,,
TRBWVBR128F148B4B8,Faye Wong,ARVMRVW1187FB392FF,Fu Zao,SOVZYKR12A6D4FA0C9,Fei Mai Pin,,
TRBWVII128F92F6560,The 2 Live Crew,ARV7AEP1187FB52F8E,Me So Horny,SOCUXHU12A8C139696,Clubland 14,,
TRBWXIQ128F9340B73,Donald Fagen,ARUVZYG1187B9B2809,Walk Between Raindrops (Album Version),SOXXEXV12AB018488F,The Nightfly,"Passaic, NJ",
TRBWYEJ128F92DE868,The Galway Roses,ARRQHAA1241B9CE043,When You Say Nothing At All,SOHEQVV12A8C13A82C,Best Of Celtic Rock Vol.2,New York,
TRBWYVZ128F92C41C0,Jon O'Bir,ARZ41G61187B9B42A0,Ways And Means,SOVZSAD12A81C21C71,Ibiza Annual 2008,,
TRBWZQO128F42596D6,Speedstar*,ARW3GPF1187B9A2E60,This Everyday Life (Into Your Arms),SOAYZSG12A8C1349B7,****Bruises You Can Touch,,
TRBWZXZ12903CDE2AC,George Acosta,ARMDRLR1187FB3B0EA,Tearing Me Apart,SOXBNZF12AB018D702,Tearing Me Apart,,
TRBWZYK128F42B4CC6,Relax,ARPLIWW1187FB4DF64,Weil Du so wie Du bist,SOWKTEN12A8C13EB60,Das Beste vom Besten,,
TRBXAAP12903CC50D7,Collin Raye,ARDS80Q1187FB52D1A,A Bible And A Bus Ticket Home,SONXEEA12A58A75A6D,Extremes,"DeQueen, AR",
TRBXADY12903CA1133,Abba,ART50HO1187FB4D0ED,When All Is Said And Done,SOYDWVX12CF5F87A77,The Abba Story,"Stockholm, Sweden",
TRBXAHV128F9316893,Procol Harum,AREMIBQ1187FB3C7A1,A Whiter Shade Of Pale,SOZUVYE12AB017CA2D,The Boat That Rocked,"London, England",
TRBXAMN128E078C9A3,Los Limones,ARNTOW51187B9AB8A0,Acaso,SOUFSUW12A67021385,Sube La Marea,,
TRBXAQI128F932A6E4,Omni,ARIR1PS1187B9AFFFA,Electric Music,SOGZNWZ12AB0183C07,Electric Music,"Los Angeles, CA",
TRBXAYE128F92D181D,Don McLean,AR1UBH11187FB3643A,Love Hurts,SOXDELC12A8C145484,Believers,"New Rochelle, NY",
TRBXBFL128E07855D2,Point Of Grace,ARGNLJL1187B9AB503,Waiting In The Wings (Album Version),SOZSZQP12A67020F69,I Choose You,,
TRBXBFO128E078EB3F,Sheryl Crow,AR2C54R1187B993B4C,Everyday Is A Winding Road,SOMQAEB12CF5826592,The Very Best Of Sheryl Crow,,
TRBXBHH128F427E360,REO Speedwagon,ARL1AFK1187FB3B05B,Keep Pushin',SOXZYQW12D02198979,The Essential REO Speedwagon,"Champaign, IL",
TRBXCQB128E07822EA,Radiohead,ARH6W4X1187B99274F,No Surprises,SOOCRKC12D0219917F,No Surprises,"Oxford, UK",
TRBXCSZ128F428AED4,Keith Whitley,ARRP6571187B9A0DE3,Turn Me To Love,SOFHXNJ12A8C140998,Greatest Hits,"Sandy Hook, KY",
TRBXDOM128F9323354,Venom,ARE2G8K1187FB53219,Black Metal,SOSBKWN12AB017FF57,Eine Kleine Nachtmusik,,
TRBXDWT128F4256B2B,Stan Whitmire,ARGTQ221187B990917,Easter Song,SONRLRP12A8A9D5A57,Songs Of The Resurrection,Georgia,
TRBXEAN128F933D09E,Beres Hammond,ARI4SKQ1187B9B43B0,Bring It On (Album Version),SOQKQVM12AB017E203,A Moment In Time,,
TRBXFBB12903CDF91C,King Floyd,ARR882Q1187FB4578F,Groove Me,SONMCDN12A8C141750,Super Non-Stop Soul Dance,"New Orleans, LA",
TRBXFCW12903CA1590,Tommy Roe,ARGSEQR1187B9B48F6,Dizzy,SOEXLFV12AB01841F5,Dizzy & Other Favorites (Digitally Remastered),"Atlanta, GA",
TRBXFNO128F92F6860,Seth Gueko - Sefyu,AR50ODK1187FB516CC,Patate De Forain,SOBGHUF12AB0180397,Les Fils De Jack Mess > Dernière Missive Avant L'album,,
TRBXFOO128F42558D3,Blowing Free,ARZTQWU1269FCD92A6,Bridge Over Troubled Water,SOOGGAA12A8C135BC1,Sax Moods,,
TRBXFVH128F933D4A2,Martha Reeves and The Vandellas,ARJZHVA12454A43068,Jimmy Mack - Re-Recording,SOCSWVC12AF72AD455,Martha Reeves & The Vandellas Selected Hits,,
TRBXGHM128E0791287,The Wallflowers,AR9HQ7S1187B9ACDCA,One Headlight,SONMOVN12A8C13C0C9,Bringing Down The Horse,,
TRBXGNJ128F42873C3,Sam Brown,ARTWWKF1187FB4F9AF,Stop (demo version),SOHBWVS12A8C13AF60,The Very Best Of Sam Brown,California - LA,
TRBXHLR128F92F7399,Chet Atkins,AR3DYAD1187FB3964E,Silver Bells,SOYZWGO12AB0184E4E,Christmas With Chet Atkins,"Luttrell, TN",
TRBXHPQ128F146DE32,Depeche Mode,AR6LZB61187B9AF431,Agent Orange (2006 Digital Remaster),SODZDRK12A6D4F838A,Music For The Masses,"Basildon, England",
TRBXIGD128F425FE59,Michael Gettel,ARTK5LU1187B9A654C,Whisper On The Tide,SORKQVE12A8C13615E,San Juan Suite/San Juan Suite II: Narada Classics,,
TRBXJLB128F92EF1B3,Diamond Rio,AR2SG8E1187FB52CDD,Lyin' Eyes,SOYWPCZ12AB0182F1B,Playlist: The Very Best Of Diamond Rio,,
TRBXJTA128F4283197,Korn,ARMBTFC1187FB56343,Trash,SOGTXHX12A8C136E39,Greatest Hits_ Vol. 1,"Bakersfield, CA",
TRBXJWT12903CC7ED5,Morten Gunnar Larsen,AR3BTDL1187B9B6868,Palm Leaf Rag - A Slow Drag,SOXCNWY12AB018A335,Maple Leaf Rag,NORWAY,
TRBXKFU128F933C0EC,Åsa Fång,AR0U7GC1187FB568AA,Hur visar jag min kärlek? (I Dont Know How To Love Him),SOJWSYL12AB0186197,Jesus Christ Superstar,,
TRBXKOD128F42A35E1,Edoardo Bennato,AR6WJNK1187B997379,Un Giorno Credi,SODYARP12A8C13E3ED,Edoardo Bennato,,
TRBXMIP128F14A37CD,DJ Bobo,ARBBK011187FB3F031,Love Is The Price,SOCJWPQ12A6D4FAECA,Just For You,,
TRBXNJF12903CEC9D2,Antoine Clamaran Feat. Soraya,AR6GME21187FB58F39,Live Your Dreams,SOBKPCL12AC3DFA6A0,Live Your Dreams,"LAKE WORTH, Florida",
TRBXNOP128F42A96C2,Hanna Pakarinen,ARYP9PO1187FB4EE01,Tulin voittamaan,SOBSUHT12A8C13D438,Our Love Is Like A Song,,
TRBXNVQ128F4227139,Graeme Connors,ARDL51I1187B9A25C5,Rock N Roll Time,SOADWEE12A6D4FBF9A,And When The Morning Comes,,
TRBXOCM128F92EF9C4,Passion Pit,AR6PFD411C8A416424,Sleepyhead,SOSLQQJ12AB017BDCC,Manners,Laval Quebec Canada,
TRBXODF128F931290A,Nightwish,AR74Q3R1187B9B24C3,Elvenpath,SOVBCVJ12A67AE0279,Angels Fall First,"Kitee, Finland",
TRBXOGY12903CA3386,L'Orchestra Electronique,ARQKS1S1187FB4FA55,1492 - The Conquest Of Paradise,SODYUJD12AB0188BC5,The Music Of Vangelis,,
TRBXPRM12903CD9D2B,2 Eivissa,ARXTWFX1187FB3DF92,Siga Me,SORXGOM12AB018A7C5,Are You Ready,,
TRBXQPW128E078247A,Mazz,ARDWS2V1187B99AED0,Pero A Ella,SOMNXQE12A58A79BE8,Lo Hare Por Ti,,
TRBXQZX128F42801F1,Broadcast,ARFNJ4O1187B9A204B,The Sentimental Fool,SOAHFRW12A8C13C19E,Best Of,"Birmingham, England",
TRBXRFE128F93396CF,Joanna,ARJ4KL31187B9B3852,Oração pela Família,SOGGTOI12AB0187582,Joanna em Oração,"Philadelphia, PA",
TRBXRXD12903CB4E71,Vanessa-Mae/Orchestra of the Royal Opera House_ Covent Garden/Viktor Fedotov,ARS7F8J1187B9AFE31,"Violin Fantasy on Puccini's ""Turandot"" (extract)",SOLOUUY12AB018CECC,Dance! - The Worlds Favourite Ice-Dancing Music,Singapore,
TRBXRYB128F4288EAC,David Palmer;Steve Howe,ARVDMV71187FB43A8F,Mood for a Day,SOMDBMH12A58A792B5,Symphonic Music Of Yes,England,
TRBXSAU128F92F18C0,Christian Scott,ARYTES41187FB38F1D,House is a Feeling (Main Mix),SODVITN12AF72A09B9,House is a Feeling,,
TRBXUPA128F4270554,Gary Puckett & The Union Gap,AR67U2G1187FB3F935,Young Girl,SOVBFUV12A8C134032,Super Hits,,
TRBXUTX128F4255620,Percy Sledge,ARZ79B31187FB4F562,Spooky (LP Version),SOBVWWS12A58A7F20C,Take Time To Know Her,"Leighton, AL",
TRBXUUF128E0780E51,Blink-182,ARA3I0J1187FB57869,Shut Up,SOAPRJO12CF5F86BB6,Take Off Your Pants And Jacket,"Poway, CA",
TRBXVFX12903CD67DD,Jannes,AR7GTJQ1187B9B40B0,Zie Die Ster,SORRXSR12AB01897AD,Laat de zon maar schijnen / Zie die ster,,
TRBXVJR128F425C9DF,Marisa Monte/Par.Especial:Arnaldo Antunes,ARCEXLE1187FB3A93E,Gentileza,SOMSLZE12A8C137217,Memorias Cronicas E Declaracoes De Amor Textos_ Provas e Desmentidos,,
TRBXVUF128F424AA3B,Minnesota Orchestra,ARUHNOG1187FB3854A,Pictures At An Exhibition: Promenade,SOHLOXR12A58A7A689,Ravel Orchestrations: Pictures At An Exhibition_ etc.,,
TRBXVWC128F14A94F3,Robbie Williams,ARENMIP1187FB5638D,She's Madonna (Kris Menace Vocal Re-Interpretation),SOACSWF12A58A7E7D7,She's Madonna,UK,
TRBXWAI128F426B667,Ole Erling,ARMANZI1269FCD8B80,Merry Christmas Everybody,SOZULSH12A8C139F61,Ole Erlings Bedste Hammond Jul,,
TRBXWGO128F14A0F35,4 Clubbers,ARIFB3S1187B9A98A0,Someday (Ian van Dahl Remix),SONWWRV12A6D4FA7BB,Someday,,
TRBXWNN128F92F1601,Ronnie Milsap,ARGIABO1187FB4B3B5,She Keeps The Home Fires Burning,SOFBFGF12AB017D6C6,The Essential Ronnie Milsap,"Robbinsville, NC",
TRBXXQN12903CE57A3,Joe Brown / The Bruvvers,ARZKFV81187FB5518F,Sea Of Heartbreak,SOSNKBH12AB018F982,The Joe Brown Story: The Piccadilly/Pye Anthology,,
TRBXYGW128F42A75B1,Mötley Crüe,AREGV3K1187B9AF614,Home Sweet Home,SOPVGUH12D02193746,Music To Crash Your Car To,"Los Angeles, California",
TRBXZAK128F4263E56,Weird Al Yankovic,AR7WFGC1187B9B1CD4,The White Stuff,SOVWGZU12AF72A6DA9,The Food Album,"Lynwood, CA",
TRBXZFB128F4285172,Tiffany,ARK0Z5G1187B9A1E97,(She Let's Her Hair Down) Early In The Morning,SOJTTOL12A8C13AC2F,Dust Off And Dance,"Norwalk, CA",
TRBXZUT128F92D2C60,The Human League,AR049S81187B9AE8A5,Don't You Want Me (Original Version),SOWPCTZ12A6310D890,Top Of The Pops - Eighties,"Sheffield, Yorkshire, England",
TRBXZUZ128F4250720,Marie Fredriksson,ARDVPAH1187FB3D8EF,Natt Efter Natt (Remaster '02),SOCHAGS12A8C134DAC,Het Vind (Ny Version 2002),,
TRBXZVS128F1469924,Janet Jackson,ART4QZC1187FB51612,Every Time,SOFOYSX12A6D4F69D5,The Velvet Rope,Los Angeles &amp; New York,
TRBYAAS12903CC8AC9,Twinkle Twinkle Little Rock Star,ARDXGVT124207832C0,Waiting In Vain,SODTHIF12AB018582F,Lullaby Versions of Bob Marley,,
TRBYAXC128F42AC957,M83,ARB6OGR1187FB4D43D,Strong And Wasted,SOLMPXG12AF729AB33,Digital Shades,"Antibes, France",
TRBYBCO128F424E27B,10cc,ARUBDBK1187FB4D1B3,Dreadlock Holiday,SOSJBVE12A6D4F894A,Essential Reggae,"Manchester, England",
TRBYBKH128F4263FD4,Boyzone,ARCQ0AA1187B9AE55A,Father And Son,SODDOEZ12A8C136291,Said And Done,Ireland,
TRBYCLE128F9337EEC,Dominic Kirwan,ARPLYUU1187FB3AC2A,Sometimes When We Touch,SOESANO12AB0181A24,The Very Best of Dominic Kirwan_ Vol. 2,,
TRBYEPW128F14903FA,Anneli Drecker,AR9E0A21187B989609,It's All Here,SOJOMSC12A6D4FB82A,Tundra,,
TRBYFEU128F4220069,Big City Orchestra,ARFECZY1187FB361C2,Untitiled,SOUXDTD12A6D4FC044,Greatest Hits And Test Tones,bigcity,
TRBYGOV12903CF8B43,Showtime (vocals),ARCLOIE11F50C4D22B,Trampeln (Rhytmisch/gr. Menge),SOYRHZD12AC9E15DB7,Jingles - Vol. 3,Illinois,
TRBYHJO128F1480973,Paris Hilton,ARBZIN01187FB362CC,Heartbeat (Album Version),SOTURZR12A58A7B2B6,Paris,27,
TRBYHSA128F147619E,PAULA COLE,AR6H4I71187FB5344B,Feelin' Love (Album Version),SOLNTAM12A6D4F7928,This Fire,,
TRBYIQT128F426C9C6,Westernhagen (WEA),ARGAUHP1250940FE10,Freiheit (Remastered),SOAUHRF12A8C139CE5,So Weit - Best Of,,
TRBYITP128F930933D,Pamela Williams,ARFAVOX1187B993347,Me And Mrs. Jones,SOXYFTF12AB018086F,Touch Me In The Morning,United States,
TRBYIUZ12903CEE9F7,Sky,ARSFR7J1187FB4165E,Gymnopedie No 1,SOFHMSJ12AC3DF7F38,Sky,New Mexico,
TRBYJCT12903CF1F12,Krisiun,AR50ZUC1187B992857,Outro,SOLBUVE12A67ADE7A9,Works Of Carnage,Brazil,
TRBYJMH128F9300CD3,The Impressions,ARCT5P61187FB3D950,People Get Ready,SOJZWQG12AB0183A59,Single Hits,United States,
TRBYJUR128F1484EDE,Gary Moore,AR56P361187B9AC4DB,Wishing Well (2002 Digital Remaster),SOTZDTQ12A6D4F3F80,Gary Moore - The Platinum Collection,"Belfast, Northern Ireland",
TRBYJVE128F930ABEA,Renegade Hit Makers,AREWTAY1250940E801,Love To Love You Baby,SOQUKUH12AB017C4AB,Erotic Hit Music,,
TRBYLLN12903CD6F30,Marina And The Diamonds,ARUBJMV12086C16C1E,Hollywood (Album Version),SOLJYFD12AB0185347,Weekend Songs,London UK-England,
TRBYMSV128F1463510,Daniel Bedingfield,ARRTPWX1187B99199A,Friday,SOJBKAX12A6D4F6D0F,Friday,"WINONA, Minnesota",
TRBYMWR128F425DD8E,Beyoncé,AR65K7A1187FB4DAA4,Beautiful Liar (Bello Embustero),SOMNTDT12A8AE47628,Irreemplazable,,
TRBYNGA128EF35EF88,Paula Abdul,AROKXVO1187FB4D0E9,"Opposites Attract (7"" Edit)",SOEMRYW12A6D4F5E36,Greatest Hits - Straight Up!,"Los Angeles, CA",
TRBYNIG128F42B4CD0,Relax,ARPLIWW1187FB4DF64,Nur bei Dir,SOMLDFU12A8C13EB84,Das Beste vom Besten,,
TRBYNPB128F4281FD5,Pete Yorn,ARVTPRP1187B9BA1AF,Suspicious Minds,SOQDEQQ12A8C13904D,Live From New Jersey,New Jersey ,
TRBYNPN128F42AF0BF,Sarah McLachlan,ARKGMWY1187FB48338,Fumbling Towards Ecstasy,SORDJQC12A8C13F7E1,Bloom (Remix Album),"Halifax, Nova Scotia, Canada",
TRBYNPW128F934EAEE,Roland Klinkenberg,AR0K69X1187FB55A48,Tijuana Blues,SOVEMVL12AB0187B6A,Best Of Progressive 2009,,
TRBYOFT128F4292D03,Lynch Mob,ARSCE3D1187B9A70B5,Tie Your Mother Down (LP Version),SOKGCNT12A8C13A661,Rhino Hi-Five: Lynch Mob,,
TRBYOJZ128F4264D52,Mischa Maisky / Daria Hovora,ARXCQVT1187FB3B6E6,Air  (Largo),SOSMDGE12A8C139395,Mischa Maisky - Cellissimo,,
TRBYOLV128F934518F,Johan Palm,ARJCLEO121318C5A3A,Satellite,SOMAEOA12AB0183824,My Antidote,,
TRBYOQK128F149EB50,The Forester Sisters,ARDMKM91187FB58639,Wings Of A Dove (2006 Remastered Album Version),SOBGOWD12A6D4FBAAE,Greatest Gospel Hits,"Lookout Mountain, GA",
TRBYPMW128F931FA29,The Academy of St. Martin in the Fields / Sir Neville Marriner,ARXZAV31187FB3CE61,3. Presto,SOIIZYB12AB017E428,Ultimate Mozart,,
TRBYQCX128F92FCB6D,Spandau Ballet,ARYAUMZ1187B9A2A40,Through The Barricades,SOPAZTQ12A58A79836,100 Hits Of The '80s,"Islington, London, England",
TRBYQPI12903D053C5,Arthur Baker feat. Nona Hendrix & Ladonna,ARGMDL21187B995E96,Tear Down The Walls (A1 Bassline Remix),SOUYMWX12AC3DF8345,Tear Down The Walls,"Boston, MA",
TRBYREF128F428C805,Supersister,ARYIGRT1187B990B1D,Summer Gonna Come Again (Love To Infinity Mix),SORZBSJ12A8C13D7F0,Summer Gonna Come Again,,
TRBYRUV128F4237A2A,Alan Master T,ARKHWEI119B8668320,People hold on (Dim Chris Remix),SOSAIZT12A8C132CF7,People hold on,,
TRBYSLP128F147CC94,Metallica,ART5MUE1187B98C961,Am I Evil?,SOMTBXX12AF729F5A6,Garage Inc.,"Los Angeles, CA",
TRBYTSU128F4253708,IMMORTAL,AREHSD41187FB58D56,Tyrants,SOYJDRK12A81C2326D,Sons of Northern Darkness,"Bergen, Norway",
TRBYTXE128F427AD35,Gary Puckett & The Union Gap,AR67U2G1187FB3F935,Young Girl,SOHXIGV12A8C137885,Super Hits,,
TRBYTYW128F4296757,N Sync,ARHFCP01187B994361,Everything I Own,SOXBSEH12D021B4EC3,The Winter Album,,
TRBYUOU128F4248B27,Coldplay,ARJ7KF01187B98D717,Lovers In Japan,SOJZCYZ12CF5F88828,Viva La Vida Or Death And All His Friends,,
TRBYUSU12903CF113E,The Band,ARGF9VF1187FB37DAE,As Long As You Love Me,SODMRNO12AC468E04B,50 Love Hits Collection,"Toronto, Ontario, Canada",
TRBYVGR128EF3435E8,Blink-182,ARA3I0J1187FB57869,Stay Together For The Kids,SOWYWFB12CF5F88A8C,Greatest Hits,"Poway, CA",
TRBYVLR128F4235AF7,Hole,AR8V18L1187B9B4AF6,Malibu,SOELUEY12A8AE4853E,Girls And Guitars,,
TRBYVVK128F930C57E,Green Lantern,ARCLLGV1187B98DE9D,Speaks,SOXUOIO12A58A7D22F,Myspace Invasion,,
TRBYXFF128F9365AD0,Thermostatic,ARO9YEQ1187B9901E7,Far Away,SOCLTXR12AB0185E13,JoyToy,,
TRBYXMF128F92F2C39,Bill Pursell,ARNQMSC1187B99FCE7,Autumn Leaves,SOWNTXP12A8C141C61,Greatest Instrumentals of the Rock Era - 50 Hit Songs,"Oakland, CA",
TRBYYQB128F933A2E7,Epos,ARYMA1G1187FB44B8A,Vivagio,SOKDPBR12AB018224A,Vivagio,CANADA - Ontario,
TRBYYWZ128F932B120,Paolo Nutini,ARZS3RD1187FB457CE,Candy (live at the BBC),SOWBQER12AB017FC09,Coming Up Easy,"Paisley, Scotland",
TRBYYXO128F1481309,David Lanz/Paul Speer,ARVFUES12454A2E3F4,Canyon Lands,SOAQPVX12A58A7E921,Equinox Sampler One,Washington,
TRBYZDO128E07822D5,Radiohead,ARH6W4X1187B99274F,Street Spirit (Fade Out),SOJYZZT12D02197677,Street Spirit (Fade Out),"Oxford, UK",
TRBYZHV12903CB46D8,Beth Nielsen Chapman,ARU5CP31187FB44C3A,The Path Of Love,SOPLMIQ12AB018BD38,Back To Love,"Harlington, TX",
TRBYZPG128F9351C4E,Don Juan Dracula,ARCNJ4U1187B9A9D24,Take Me Home (Album Version),SOJWXMQ12AB01866CF,Take Me Home EP,NORWAY,
TRBYZVR128F92FB8C8,Bruno Pelletier,ARV57Q91187B9991B9,Le temps des cathédrales,SOYMNSI12AB0180736,Notre Dame de Paris - version intégrale - complete version,CA,
TRBZAPY128E0795088,Celtas Cortos,ARDKCIG1187B9B9932,20 De Abril,SOCUZQT12A67ADA4F0,Cuentame Un Cuento,,
TRBZAPY128F4260C5B,Julio Iglesias duet with Willie Nelson,ARTPPOA12454A3E2F6,To All The Girls I've Loved Before,SOTRCDG12A8AE48B90,Legend: The Best Of Willie Nelson,,
TRBZBJP12903CB24FB,Okay,ARHT3XC1187B9B3E5E,Panda,SOZAGSP12A8C1405C7,Huggable Dust,Maryland,
TRBZBVD128F428CCC5,Patti Smith,ARXPDRB1187B9AD0B1,My Madrigal,SONBGEK12A8C13A3E1,Gone Again,"Chicago, IL",
TRBZCAY128E0794AD9,Adam Faith,AR7DO6G1187FB41056,As You Like It,SODXMHN12A67AD8453,A's B's & EP's,"Acton, London, England",
TRBZCLI12903CF9F33,Lovin' Spoonful,ARSZWK21187B9B26D7,Daydream,SOSNOWI12AB01850AD,Ultimate 60s,"New York, NY, United States",
TRBZDSJ128F4294863,Rainhard Fendrich,ARMO2XI1187B9B1B4A,Über meinen Horizont,SOBETGC12A8C13AD7D,Von Zeit zu Zeit,"Vienna, Austria",
TRBZEGT128F428D605,Tracy Huang,ARG0MK51187FB5739A,Feng De Xin,SOMQSIJ12A8C139ADB,Let Love Free,,
TRBZFDK128EF35A246,Michael Bublé,ARN0YZ71187B9BA57B,Call Me Irresponsible (Album Version),SOQBZOI12A6D4F659A,Call Me Irresponsible,British Columbia,
TRBZFMI12903CB89A6,Neil Sedaka,ARUE3AK1187B9AC923,Oh Carol,SOSCODF12AB018A8A0,UK - 1959 - December,"Brooklyn, NY",
TRBZGDK128F42AA8CE,Eric Sneo,AR33I451187FB431D3,Razors Edge,SODCMWN12A8C13E7BA,Let's Go Techno,,
TRBZGRB128F93466A7,Joey Sommerville,ARGPMYF11E8E9B6CCB,I Want You Back,SOVYLNS12AB018598E,Like You Mean It,Georgia,
TRBZHPO128F147EFD3,Enya,AREACYD1187FB566DE,Once You Had Gold,SOSOZZT12A6701FA9D,"Themes From ""Calmi Cuori Appassionati","Gweedore, Donegal, Ireland",
TRBZHVH128F92DF8E8,Worlds Apart,ARH8YF41187B9A6D22,Could It Be I'm Falling Love,SOIVMRR12A8C145731,The Pop Years 1994 - 1995,Colorado,
TRBZIUG128F92E628E,Interstate,ARWH5XD1187FB3A5AF,Remember Me,SOZLBBP12AB0181562,Remember Me,California - SF,
TRBZJBX128F92FCEB9,Nebula-H,AR3D9I51187B9935D7,Sherazade,SOHUFOB12AB017B4DD,H20,,
TRBZKIS128EF364801,Angèle Dubeau & La Pietà,ARWWV3J1187B9AC03D,Schindler's List (John Williams),SODFPAZ12A6D4F6284,Lullabies and Forbidden Games (Berceuses et jeux interdits...),,
TRBZLOG12903CB78FD,Muse,ARR3ONV1187B9A2F59,I Belong To You [+Mon Coeur S'Ouvre A Ta Voix],SOEQJDY12A58A7F465,The Resistance,UK,
TRBZLWY128F424B84D,Quiet Riot,ARBMHNV1187B98FEB8,Cum On Feel The Noize,SOGQWJK12D02198CDF,Cum On Feel The Noize,"Los Angeles, CA",
TRBZNOM128F92C216D,Brad Paisley,ARKHGQA1187B9B7AD5,All I Wanted Was A Car,SOSWDFF12CF5663BEF,5th Gear,"Glen Dale, WV",
TRBZOTG12903CA5E0B,Phantom Project,ARCXJUH1241B9CA274,Event (Radio Edit),SOKSBPL12AAF3B3030,Event,,
TRBZPFH128F92F0DEA,Cripta,ARKKDOH1241B9C62E9,Coge tu camino,SOMVQDU12AB0180F57,Cuando los ciegos guían,,
TRBZPTG128F930B18C,Los Abuelos De La Nada,AR937CC1187B99B9B9,Lunes Por La Madrugada,SOFXIKP12AB01826CE,En El Opera,,
TRBZPTV12903CAF0B7,Vita Chambers,ARKQEZE1250940EC53,Young Money,SONCVGL12AB0181DB1,The Get Go,,
TRBZQBS128F92E63E8,Sha-Na-Na,ARCBVD51187FB52E1D,Blue Moon,SOVQLLG12A6701FD1D,Grease,"New York, NY",
TRBZQLP128F42B3E55,Negrita,ARCZQ6Y1187B98F6E4,Tonight,SOTCSQT12A8C13D96C,Ehii!Negrita,Arezzo ITALY,
TRBZQSY128F429F75F,Premiata Forneria Marconi,AR8D67P1187B9AF8B5,Impressioni Di Settembre,SOGCJDI12A8C13BA6E,Premiata Forneria Marconi,,
TRBZQTS128F934C7CF,Sasha da Link,AREL9BF1187FB5566B,Privacy,SOOPUES12AB018A94A,Ultimate Trance Collection,,
TRBZSLH128F93433EA,Juice Leskinen,ARKIYC51187FB4775A,Maailman ääriin,SOCCEGW12AB0185EE8,Boogieteorian alkeet peruskoulun ala-astetta varten_ lyhyt oppimäärä,,
TRBZTLA128F9348711,Gary P. Nunn,AR3GCYN1187B9A279F,If Not Us Who_ If Not Now When?,SOFZXWI12AB018176C,Roadtrip,Texas,
TRBZTRQ128F4257527,Studio 99,ARLXVAC12420783D1F,One In A Million,SOMJNSM12A8C13740C,The Pet Shop Boys - A Tribute,,
TRBZUAW12903CDD84E,CDM Project,ARXAPLI121318C57A1,Oxygene,SOJALPY12AB018E376,50 Best Of Techno,,
TRBZUIW128F92EE468,G4,ARL7YU61187B9B85D7,Sun Ain't Gonna Shine Anymore,SOFXWEI12A8C13D7C8,The Mothers Day EP,Louisiana,
TRBZUOS12903CBAE4D,Rebecca Lynn Howard,AR326OO1187FB444FF,Real Love (Album Version),SOQPVHS12A8C1406DD,No Rules [Bonus Edition],"Salyersville, KY",
TRBZUPO128F4247F92,Maroon 5,ARF5M7Q1187FB501E8,If I Never See Your Face Again,SOIOXTO12A6D4FB47C,If I Never See Your Face Again,"Los Angeles, CA",
TRBZVAP128E078F03C,The Cardigans,AREHK7O1187B9ADDD7,Lovefool,SOIIYSU12A6D4F981D,First Band On The Moon,"J�ping, Sweden",
TRBZVAU128F932DC28,Jay-Z,ARLGIX31187B9AE9A0,I Just Wanna Love U (Give It 2 Me),SOIXUGB12AB0182284,Def Jam 25_ Vol. 14 - Best Of The Best,"Brooklyn, NY",
TRBZVWP128F92CB54A,Panpipes,AR10V391187B9956D5,How Deep Is Your Love,SODAHQT12A8C1430FB,Romantic Panpipes Let's Stay Together,,
TRBZWLN12903CA830F,Python featuring Cream Sound,ARGBALW11F50C4CE66,Don't Save Me,SOAIAYQ12AB018A071,Don't Save Me,NY - New York City,
