track_id,artist_name,artist_id,title,song_id,release,path
TRAGUYM128E0784428,Visage,ARNC9BD1187B9B7C73,Fade To Grey,SOYXUEP12A6701C316,80s Triple Set,data\lmd_matched_h5\lmd_matched_h5\A\G\U\TRAGUYM128E0784428.h5
TRAGVSG128F42782F2,RICKY LYNN GREGG,ARZ13QU1187B99E798,Silver Wings,SOKBHNV12A8C13AD97,Get A Little Closer,data\lmd_matched_h5\lmd_matched_h5\A\G\V\TRAGVSG128F42782F2.h5
TRAGWFY128E0789A35,The Polyphonic Spree,ARHMVQB1187FB3F005,Happy Xmas (War Is Over),SORPBLU12AB017F8F5,Two Thousand Places,data\lmd_matched_h5\lmd_matched_h5\A\G\W\TRAGWFY128E0789A35.h5
TRAGWKV128F92C316A,Avril Lavigne,ARY53RR1187B9AE485,How Does It Feel,SOISAFU12CF5F882E5,Under My Skin,data\lmd_matched_h5\lmd_matched_h5\A\G\W\TRAGWKV128F92C316A.h5
TRAGXBC128F148E5CC,Jean-Yves Thibaudet / Gewandhausorchester Leipzig / Herbert Blomstedt,AR6U6C51187B9B6F68,1. Molto allegro con fuoco,SOLVUWT12A6D4FA589,Mendelssohn: Piano Concertos Nos.1 & 2 etc,data\lmd_matched_h5\lmd_matched_h5\A\G\X\TRAGXBC128F148E5CC.h5
TRAGXNT12903CEB1B9,Little Milton,AR7AOEJ1187FB3D279,My Way,SOSWZOB12A58A7E693,Guitar Man,data\lmd_matched_h5\lmd_matched_h5\A\G\X\TRAGXNT12903CEB1B9.h5
TRAGZTU128F9348113,Yuridia,ARZDUJG1242077E2C5,Regresa A Mi (Unbreak My Heart),SOGPQGK12AB018A30B,Habla El Corazon,data\lmd_matched_h5\lmd_matched_h5\A\G\Z\TRAGZTU128F9348113.h5
TRAHACR128F14695DB,State Of The Heart,ARUBQNT1187B9A2A01,Somewhere Out There,SOLBQTA12A6D4F8001,Sax At The Movies,data\lmd_matched_h5\lmd_matched_h5\A\H\A\TRAHACR128F14695DB.h5
TRAHBJE128F149AB53,Perplexer,ARXFDQQ1187B98A8F4,Acid Folk (Low Speed),SOOWPTK12A6D4F950C,Acid Folk,data\lmd_matched_h5\lmd_matched_h5\A\H\B\TRAHBJE128F149AB53.h5
TRAHBQD12903CE104A,Liv Glaser,ARZCRLQ1269FCCEB72,Sonatina Op. 36 No. 4 In F Major_ Allegro Vivace,SOAAWMZ12AB018EC7C,Muzio Clementi - For All Ages,data\lmd_matched_h5\lmd_matched_h5\A\H\B\TRAHBQD12903CE104A.h5
TRAHCLW12903CB611D,C-Murder/Dez,AR5LTOU1187B98CAD9,Street Keep Callin' (feat. Dez),SOSOOOB12AB01871DB,Bossalinie,data\lmd_matched_h5\lmd_matched_h5\A\H\C\TRAHCLW12903CB611D.h5
TRAHDAF128EF343C32,Sarah Connor,ARNAM6D1187B9B2718,Where Did U Sleep Last Nite?,SODUEZG12A67AE0465,Unbelievable,data\lmd_matched_h5\lmd_matched_h5\A\H\D\TRAHDAF128EF343C32.h5
TRAHEBY12903CE57F6,Will Hoge,AR82FM11187FB37758,What Could I Do,SOQOAPY12AC4689736,The Wreckage,data\lmd_matched_h5\lmd_matched_h5\A\H\E\TRAHEBY12903CE57F6.h5
TRAHEJP128F930F4C5,YDI,ARV3TDG1187B9A54C0,Friends (Demo),SOELIHM12AB017CE54,Out For Blood,data\lmd_matched_h5\lmd_matched_h5\A\H\E\TRAHEJP128F930F4C5.h5
TRAHEQC128F42153D6,Sergio Dalma,ARRJFJ31187B9961EF,La Marca De Tus Labios,SOWDQHL12A6D4FAE8F,Cuerpo A Cuerpo,data\lmd_matched_h5\lmd_matched_h5\A\H\E\TRAHEQC128F42153D6.h5
TRAHFAO12903CBCD36,"Dave ""Baby"" Cortez",AR0TZ7T1187B994E37,The Happy Organ,SOSLKBG12AB018D75E,Fill It! - I Love the Fifties,data\lmd_matched_h5\lmd_matched_h5\A\H\F\TRAHFAO12903CBCD36.h5
TRAHFJX128F93585D5,Janis Ian,AR4XC211187B9B7F39,Jesse,SOCXCFT12A6D4F6DF7,Stars,data\lmd_matched_h5\lmd_matched_h5\A\H\F\TRAHFJX128F93585D5.h5
TRAHHAY12903CD8B6F,Jamie Richards,ARFRKCM1187B99A041,Easier By Now,SOXHLIO12AB0185C6F,Sideways,data\lmd_matched_h5\lmd_matched_h5\A\H\H\TRAHHAY12903CD8B6F.h5
TRAHIGT12903CC04A8,Neeme Jarvi,ARTML781187B9AF080,Hary Janos Suite : VI. A csaszari udvar bevonulasa (Entrance of the Emperor and his Court),SOILAOQ12AB01894C9,KODALY: Dances of Galanta / Hary Janos Suite / Peacock Variations,data\lmd_matched_h5\lmd_matched_h5\A\H\I\TRAHIGT12903CC04A8.h5
TRAHIHC128F933D45F,John Barry,ARHYULJ1187B9A8537,Chaplin-Main Theme/ Smile,SOAIJRB12AB01835F9,Chaplin: Music From The Original Motion Picture Soundtrack,data\lmd_matched_h5\lmd_matched_h5\A\H\I\TRAHIHC128F933D45F.h5
TRAHJTS12903CB6DF1,Sam & Dave,AR426001187FB3F2A1,You Send Me,SOOFODE12AB0184D6C,I Thank You,data\lmd_matched_h5\lmd_matched_h5\A\H\J\TRAHJTS12903CB6DF1.h5
TRAHKEO12903CA8E63,Elzyo Silver,ARCIBKG12802FDF50B,In The Ghetto,SOPIFUX12AB018357F,Acoustic - The King is Back,data\lmd_matched_h5\lmd_matched_h5\A\H\K\TRAHKEO12903CA8E63.h5
TRAHKLC12903CC632E,Black Eyed Peas,ARTDQRC1187FB4EFD4,Let's Get It Started,SOGBUUF12AB018B87E,Kids Sing Along Pac,data\lmd_matched_h5\lmd_matched_h5\A\H\K\TRAHKLC12903CC632E.h5
TRAHKNR12903CF5E7A,Antonin Dvorak,ARVE38S1187B98C8F4,Slavonic Dance No 4 in F major,SOJOYQK12AC96188F6,New World Symphony_ Slavonic Dances,data\lmd_matched_h5\lmd_matched_h5\A\H\K\TRAHKNR12903CF5E7A.h5
TRAHKQA12903CE7ED4,Dash Berlin,AR4SRB61187FB5538F,Janeiro,SORSHSW12AB018DACA,The New Daylight,data\lmd_matched_h5\lmd_matched_h5\A\H\K\TRAHKQA12903CE7ED4.h5
TRAHLBO128F9340FEE,Real Life,ARYY4P11187FB4A075,Send Me An Angel (2009 Version),SOZAMIQ12A3F1EBE9C,Send Me An Angel - '80s Synth Essentials,data\lmd_matched_h5\lmd_matched_h5\A\H\L\TRAHLBO128F9340FEE.h5
TRAHLDV128F934122A,Haloo Helsinki!,ARRMAIV12086C12AE2,Valherakkaus,SOEDNSN12AB0185148,Enemmän kuin elää,data\lmd_matched_h5\lmd_matched_h5\A\H\L\TRAHLDV128F934122A.h5
TRAHLGU128F1467351,Kansas,ARZC45S1187FB3F374,Taking In The View,SOKGAIK12A6D4F86F2,Power,data\lmd_matched_h5\lmd_matched_h5\A\H\L\TRAHLGU128F1467351.h5
TRAHLIF128F92E9CCF,Bebo Norman,AR3USQW1187FB4A90D,Borrow Mine,SOEJCNS12A8C142BBE,Try,data\lmd_matched_h5\lmd_matched_h5\A\H\L\TRAHLIF128F92E9CCF.h5
TRAHLOO128F4272EA1,André Hazes,ARU4CDK1187B9B259A,Dat Ene Moment,SOCVSSU12A8C13951B,Alleen Met Jou,data\lmd_matched_h5\lmd_matched_h5\A\H\L\TRAHLOO128F4272EA1.h5
TRAHLPN128F426CEBA,Pablo Casals,ARBTCQG1187FB52D00,Cello Suite  No.1 in G BWV1007: Gigue,SODRETN12A8C137553,Bach:Cello Suites,data\lmd_matched_h5\lmd_matched_h5\A\H\L\TRAHLPN128F426CEBA.h5
TRAHLRJ128F1488710,Roxette,ARC9Y481187B990259,Crash! Boom! Bang! (Radio Edit),SOIDPYS12AF72A2EC8,A Collection Of Roxette Hits! Their 20 Greatest Songs!,data\lmd_matched_h5\lmd_matched_h5\A\H\L\TRAHLRJ128F1488710.h5
TRAHMCZ128EF3602D0,Ágata,AR78MME1187FB3E168,Conselho de mãe,SODBVCJ12A6D4F677C,20 Anos,data\lmd_matched_h5\lmd_matched_h5\A\H\M\TRAHMCZ128EF3602D0.h5
TRAHMHQ12903CEC9A9,Edith Piaf,AR5O86P1187FB3B8CD,Sous Le Ciel De Paris,SODRUPE12AC468B59B,Purely Edith Piaf,data\lmd_matched_h5\lmd_matched_h5\A\H\M\TRAHMHQ12903CEC9A9.h5
TRAHNTD128F9310CF6,Higher Ground,ARAC9H21187B99F85F,Always,SODPRTV12AB017EBCB,Always,data\lmd_matched_h5\lmd_matched_h5\A\H\N\TRAHNTD128F9310CF6.h5
TRAHOOM128F427F234,Jim Nabors,ARRYSKB1187B98D3E4,A Very Special Love Song,SOTAXIY12A8C138365,The Best Of Jim Nabors,data\lmd_matched_h5\lmd_matched_h5\A\H\O\TRAHOOM128F427F234.h5
TRAHPMK128F428EE53,Nancy Wilson,ARI5E6U1187B9B525A,(You Don't Know) How Glad I Am (2001 Digital Remaster),SOFDEJA12A8C13A055,The Very Best Of Nancy Wilson,data\lmd_matched_h5\lmd_matched_h5\A\H\P\TRAHPMK128F428EE53.h5
TRAHPNR12903CB0EC4,Sunrise,ARX9GVT1187FB3E1B3,Tell Me Why,SOXAXRO12AB01837A5,Trust Your Soul,data\lmd_matched_h5\lmd_matched_h5\A\H\P\TRAHPNR12903CB0EC4.h5
TRAHPVG128F42BB310,Soft Cell,AR5US1D1187B9AEB1F,Tainted Love,SODGYXC12A8C140573,Heat: The Remixes,data\lmd_matched_h5\lmd_matched_h5\A\H\P\TRAHPVG128F42BB310.h5
TRAHQST128F425CBE6,Chloe Agnew,ARDUMW41187FB3985C,The Prayer,SOWPXGX12A58A7C9DE,Celtic Woman Presents: Walking In The Air,data\lmd_matched_h5\lmd_matched_h5\A\H\Q\TRAHQST128F425CBE6.h5
TRAHRRN12903CF8AAE,Lacuna Coil,ARRHD2X1187B9B389E,Heaven's A Lie,SOVHXTB12A67ADC863,Comalies (Deluxe Edition),data\lmd_matched_h5\lmd_matched_h5\A\H\R\TRAHRRN12903CF8AAE.h5
TRAHRWJ12903CFACFF,Willie Clayton,ARUG6DV1187B992475,Unconditionally (Soul and R&B),SONUAHI12AC468C21D,Changing Tha Game,data\lmd_matched_h5\lmd_matched_h5\A\H\R\TRAHRWJ12903CFACFF.h5
TRAHSEO128F42274CD,Kate Ceberano,ARK0INS1187B9AB44F,Love Dont Live Here Anymore,SONLMNN12A6D4FA2C9,True Romantic,data\lmd_matched_h5\lmd_matched_h5\A\H\S\TRAHSEO128F42274CD.h5
TRAHSPZ128E079951F,Puff Daddy featuring Jay-Z,ARNMC5U1187FB5899E,Do You Like It...Doo You Want It... (Album Version),SOWTIJF12A67ADA258,Forever,data\lmd_matched_h5\lmd_matched_h5\A\H\S\TRAHSPZ128E079951F.h5
TRAHSXR128F9329F69,Steely Dan,ARQT9SA1187B9AD3C7,Doctor Wu,SOIIUFY12AB01894D3,The Very Best Of Steely Dan - Reelin' In The Years,data\lmd_matched_h5\lmd_matched_h5\A\H\S\TRAHSXR128F9329F69.h5
TRAHTNB12903CCDCCE,Bracken,ARYEZAP1187FB4856B,Prelude_ Opus 28_ No. 4 - Chopin,SOLQLLD12AB01895A3,Nature Spa - The Ultimate Relaxation Experience (Soothing Music With Nature Sounds),data\lmd_matched_h5\lmd_matched_h5\A\H\T\TRAHTNB12903CCDCCE.h5
TRAHTSR12903D0681A,Leroy Anderson,ARCX2K91187FB3CA6C,Sleigh Ride,SOPRSQI12AC3DF99E9,Grammophone Christmas Classics,data\lmd_matched_h5\lmd_matched_h5\A\H\T\TRAHTSR12903D0681A.h5
TRAHUCB128F930E732,Marisela,ARXB7B21187B98BEF0,Un Amor En El Olvido,SOBBTBP12AB017CC42,Borron Y Cuenta Nueva,data\lmd_matched_h5\lmd_matched_h5\A\H\U\TRAHUCB128F930E732.h5
TRAHUDW128F423C7A5,Arthur & Yu,ARZTTTC1187B9B05E8,Black Bear,SOSITCN12A8AE46DAC,In Camera,data\lmd_matched_h5\lmd_matched_h5\A\H\U\TRAHUDW128F423C7A5.h5
TRAHVNL128F4267754,Münchener Freiheit,ARWDJEX1187B98D52B,Solang man Träume noch leben kann,SOCWERZ12A8C132275,Schenk Mir Eine Nacht - Ihre Schönsten Lovesongs,data\lmd_matched_h5\lmd_matched_h5\A\H\V\TRAHVNL128F4267754.h5
TRAHWAV128F42562B1,CMX,ARV4X2H1187FB50145,Ei Koskaan,SOXCYMR12A8C1326DA,Dinosaurus Stereophonicus,data\lmd_matched_h5\lmd_matched_h5\A\H\W\TRAHWAV128F42562B1.h5
TRAHXFH128F4294BDE,Westlife,AR5YRCN1187B98E3C8,World Of Our Own,SOXDMTB12D02191A8E,World Of Our Own,data\lmd_matched_h5\lmd_matched_h5\A\H\X\TRAHXFH128F4294BDE.h5
TRAHXJE12903CEE650,Boyzone,ARCQ0AA1187B9AE55A,Love Is A Hurricane,SOBCRUN12AC3DF513F,Love Is A Hurricane,data\lmd_matched_h5\lmd_matched_h5\A\H\X\TRAHXJE12903CEE650.h5
TRAHZQU128F92DDCAB,The Fabulous Thunderbirds,ARBFDJW1187B9AD27A,Rainin' In My Heart,SOFCKRY12AAF3B2FAF,Powerful Stuff,data\lmd_matched_h5\lmd_matched_h5\A\H\Z\TRAHZQU128F92DDCAB.h5
TRAIAIX128EF343EEB,Masterboy,ARC9KA01187B98F0E0,Feel The Heat 2000,SOBLSAK12A67ADA433,Feel The Heat 2000,data\lmd_matched_h5\lmd_matched_h5\A\I\A\TRAIAIX128EF343EEB.h5
TRAIAOW128F423A494,Nomadi,ARSR2Y11187B98974D,Io Vagabondo (Che Non Sono Altro ) Live,SOESPKO12A8AE45845,Le Strade _ Gli Amici _ Il Concerto,data\lmd_matched_h5\lmd_matched_h5\A\I\A\TRAIAOW128F423A494.h5
TRAIAQW128F422E97D,Alucidnation,ARA24CR1187B99EEC6,Induce/The Secret Title,SOICRVU12A6D4FDA78,Induction,data\lmd_matched_h5\lmd_matched_h5\A\I\A\TRAIAQW128F422E97D.h5
TRAIASQ128F933590A,Squeeze,ARZLUSX1187FB4D40A,Tempted,SOZMOKA12AB018757E,Party,data\lmd_matched_h5\lmd_matched_h5\A\I\A\TRAIASQ128F933590A.h5
TRAIBBL128F424F0A1,Dennis Edwards / Siedah Garrett,ARRZ1VV1187FB39C73,Don't Look Any Further,SOSGQSG12A8C133D97,"12"" 80s Grooves",data\lmd_matched_h5\lmd_matched_h5\A\I\B\TRAIBBL128F424F0A1.h5
TRAIBDS128F92F375B,Michael Jackson,ARXPPEY1187FB51DF4,Black Or White,SOANGTL12CF5F887E2,Bad / Dangerous (Coffret 2 CD),data\lmd_matched_h5\lmd_matched_h5\A\I\B\TRAIBDS128F92F375B.h5
TRAICTQ128F4282233,The Ocean Blue,AR0RWAM1187B997087,Emotions Ring (Album Version),SOTNTQH12A8C13CC9A,Beneath Rhythm And Sound,data\lmd_matched_h5\lmd_matched_h5\A\I\C\TRAICTQ128F4282233.h5
TRAIDRB128F14889C9,Academy of St Martin-in-the-Fields/Sir Neville Marriner,ARICNBO124549A3756,Symphony No. 40 in G minor K550: I.       Molto allegro,SOFYLXK12A6D4F89B1,Greatest Moments Ever: Mozart (Digital Version),data\lmd_matched_h5\lmd_matched_h5\A\I\D\TRAIDRB128F14889C9.h5
TRAIEEA128F93111A8,I Love Math,ARNWLOC1187B9907C7,Better Days (Reprise),SOQGPOI12AB0180254,Getting To the Point Is Beside It,data\lmd_matched_h5\lmd_matched_h5\A\I\E\TRAIEEA128F93111A8.h5
TRAIEKM128F4267DCA,A Perfect Circle,ARVDO8G1187B99F43E,Passive (Explicit Version),SOIQYAU12A8C137731,eMOTIVe,data\lmd_matched_h5\lmd_matched_h5\A\I\E\TRAIEKM128F4267DCA.h5
TRAIERX12903CBE43A,F.R. David,ARA7BQL1187FB5B562,Words,SOKUWPA12AB018128B,Mad About the Boy,data\lmd_matched_h5\lmd_matched_h5\A\I\E\TRAIERX12903CBE43A.h5
TRAIESZ128F42555B4,The Jeremy Spencer Band,AR695PK1187B996E35,Travellin' (Album Version),SONLIAJ12A8C133459,Flee,data\lmd_matched_h5\lmd_matched_h5\A\I\E\TRAIESZ128F42555B4.h5
TRAIEYD128F92D18F2,Showaddywaddy,ARVTJAP1187FB4AA75,Hey England (Here We Come Berlin!),SOMUZIM12A8C1440B0,I Love Rock n Roll,data\lmd_matched_h5\lmd_matched_h5\A\I\E\TRAIEYD128F92D18F2.h5
TRAIFHX128F429A87C,Michelle McManus,AR66WSL1187FB4302C,All This Time,SORQBYE12A8C13C89C,The Meaning Of Love,data\lmd_matched_h5\lmd_matched_h5\A\I\F\TRAIFHX128F429A87C.h5
TRAIFLV12903CCFECD,Buddy Holly,ARBJ5U71187FB52A76,Peggy Sue,SODOPHX12AB01859BB,Love Songs - Buddy Holly,data\lmd_matched_h5\lmd_matched_h5\A\I\F\TRAIFLV12903CCFECD.h5
TRAIFVA128F426B65F,Ole Erling,ARMANZI1269FCD8B80,Last Christmas,SOEECVA12A8C139F45,Ole Erlings Bedste Hammond Jul,data\lmd_matched_h5\lmd_matched_h5\A\I\F\TRAIFVA128F426B65F.h5
TRAIGEZ12903CC1322,Ophelia Ragtime Orchestra,ARQQPSD1187B99AA64,The Rag Time Dance,SOYXTQL12AB01870A3,Classic Ragtime,data\lmd_matched_h5\lmd_matched_h5\A\I\G\TRAIGEZ12903CC1322.h5
TRAIGUN12903D0F654,Razzia,ARJ40T51187B9B9DE1,Eisbär,SOUFVGX12AC468C1DA,Relativ Sicher Am Strand,data\lmd_matched_h5\lmd_matched_h5\A\I\G\TRAIGUN12903D0F654.h5
TRAIGWU12903CF83DB,Redstar,AR28QW31187B9A9FFB,Players With Soul,SOYBHGR12AC468D82B,September Falls / Players With Soul,data\lmd_matched_h5\lmd_matched_h5\A\I\G\TRAIGWU12903CF83DB.h5
TRAIHOZ128F934BF7E,Enya,AREACYD1187FB566DE,Boadicea (Remastered 2009),SOBBHQX12A6D4F781B,The Very Best Of Enya,data\lmd_matched_h5\lmd_matched_h5\A\I\H\TRAIHOZ128F934BF7E.h5
TRAIHXQ128F42A1CC3,Raffaella Carrà,AREK26B1187FB36733,Tuca Tuca,SOBNNDY12A8C13AC51,Raffaella Carrà,data\lmd_matched_h5\lmd_matched_h5\A\I\H\TRAIHXQ128F42A1CC3.h5
TRAIIYB128F9336B26,The Session,AR0VX1I1187B9B8260,War of the Worlds,SOZVVNM12AB0182F01,The Greatest Instrumentals of All Time,data\lmd_matched_h5\lmd_matched_h5\A\I\I\TRAIIYB128F9336B26.h5
TRAILJQ128F4259AC5,The Ineffable Orchestra / Irmin Hütter,ARZGUNR12454A51C3C,Enjoy The Silence,SOJLKIN12A8C13806C,Symphonic Music Of Depeche Mode,data\lmd_matched_h5\lmd_matched_h5\A\I\L\TRAILJQ128F4259AC5.h5
TRAILWT128F92CB77E,Dark Sanctuary,ARK2CBH1187B9A2667,Puisses-Tu &&,SOBWGJD12A8C142D33,Les Memoires Blessees,data\lmd_matched_h5\lmd_matched_h5\A\I\L\TRAILWT128F92CB77E.h5
TRAIMRN128E0791E72,Toby Keith,ARHATLI1187FB52C76,Who's Your Daddy?,SOAOYPN12CF52D3231,Unleashed,data\lmd_matched_h5\lmd_matched_h5\A\I\M\TRAIMRN128E0791E72.h5
TRAINPK128F14641E8,Orchestral Manoeuvres In The Dark,ARUY6971187FB3AB45,She's Leaving (2003 Digital Remaster),SOWJIRU12A6D4F8F4B,Architecture And Morality,data\lmd_matched_h5\lmd_matched_h5\A\I\N\TRAINPK128F14641E8.h5
TRAINSE128F14537B6,Jean-Louis Aubert,AR70XXH1187FB44B55,Glissons,SOIQVOE12A6D4F8B0E,Idéal Standard,data\lmd_matched_h5\lmd_matched_h5\A\I\N\TRAINSE128F14537B6.h5
TRAIPQP128F92FEB80,Adele,AR7J9AP1187FB5BD64,Daydreamer (Live At Hotel Cafe),SOTEJKM12AB017E93E,19,data\lmd_matched_h5\lmd_matched_h5\A\I\P\TRAIPQP128F92FEB80.h5
TRAIQCB12903CEB776,Bobby,ARXWUO91187B99CA61,So Many Scars [extended Dynamikk Version],SOQHGWW12AC3DF5A25,So Many Scars,data\lmd_matched_h5\lmd_matched_h5\A\I\Q\TRAIQCB12903CEB776.h5
TRAIQJS128F4256049,Andrei Gavrilov,AR4AJV91187FB4A0BC,5 Morceaux de fantaisie Op. 3: No. 1_ Elégie in E flat minor,SOAKWPB12A81C21625,Rachmaninov: Piano works,data\lmd_matched_h5\lmd_matched_h5\A\I\Q\TRAIQJS128F4256049.h5
TRAIQNE128F423851B,Ayo,ARN03F71187FB4E3F4,Life Is Real,SOCMXKQ12A8AE47D58,Joyful,data\lmd_matched_h5\lmd_matched_h5\A\I\Q\TRAIQNE128F423851B.h5
TRAIQNF128F428386A,Red Hot Chili Peppers,ARE8GLF1187FB52532,Snow [Hey Oh] [Live Version],SOVEIBB12A8C13E5C3,Snow [Hey Oh] [Live],data\lmd_matched_h5\lmd_matched_h5\A\I\Q\TRAIQNF128F428386A.h5
TRAIRCF128F931BD2A,Floorfilla,ARG39K11187B9978CB,Anthem #2,SOXAHCV12AB018385C,Wigan Pier Presents Bounce,data\lmd_matched_h5\lmd_matched_h5\A\I\R\TRAIRCF128F931BD2A.h5
TRAIRUB128F425F17D,Neil Norman And His Cosmic Orchestra,AREG7WZ1187FB40BAC,Predator,SOSMZNP12A8C133061,Greatest Science Fiction Hits Vol. IV,data\lmd_matched_h5\lmd_matched_h5\A\I\R\TRAIRUB128F425F17D.h5
TRAISCV128F92E099B,Gabriella Cilmi,ARJ3GS61187B9A15C0,Sanctuary,SOQHTIG12AB017DB88,Sanctuary,data\lmd_matched_h5\lmd_matched_h5\A\I\S\TRAISCV128F92E099B.h5
TRAISYQ128EF342A65,LU,ARZC1HF1187B99E222,Maldita Estupidez,SOYYWLG12A67FFB31E,Album,data\lmd_matched_h5\lmd_matched_h5\A\I\S\TRAISYQ128EF342A65.h5
TRAITHR128F42B7E26,Rubyhorse,ARALEAC1187B9902A8,The  First Of The Year,SORSZKZ12A8C13FEF1,Rise,data\lmd_matched_h5\lmd_matched_h5\A\I\T\TRAITHR128F42B7E26.h5
TRAITPW128F42782B2,Mariah Carey,ARKSZW81187B9B695D,Love Takes Time,SOBKYPN12CF5CFD811,Mariah Carey/Emotions/Music Box,data\lmd_matched_h5\lmd_matched_h5\A\I\T\TRAITPW128F42782B2.h5
TRAIUAJ128F145EEDA,Billy Idol,AR4T2IF1187B9ADBB7,Rebel Yell (1999 Digital Remaster),SOVYXYL12AF72A3373,Rebel Yell,data\lmd_matched_h5\lmd_matched_h5\A\I\U\TRAIUAJ128F145EEDA.h5
TRAIVDJ128F92CB702,Panpipes,AR10V391187B9956D5,Close To You,SOIQBUA12A8C14125F,Romantic Panpipes - And I Love Her,data\lmd_matched_h5\lmd_matched_h5\A\I\V\TRAIVDJ128F92CB702.h5
TRAIWKU128F9304D05,Julius Katchen,ARM6H5111C8A4220D2,2. in E,SONBERG12AB017FC07,Ultimate Piano Classics,data\lmd_matched_h5\lmd_matched_h5\A\I\W\TRAIWKU128F9304D05.h5
TRAIWXX128F1461FE9,Milk Inc.,ARYG6CU1187FB3852B,Livin' A Lie (Video Mix),SOGOOMV12A6D4F6BEB,Double Cream,data\lmd_matched_h5\lmd_matched_h5\A\I\W\TRAIWXX128F1461FE9.h5
TRAIYAV12903CE8475,Dolce; Orange Factory,ARVNDLR1187B99CA1B,Fire (Orange Factory Dub),SOFPKRM12AC3DF6764,Fire,data\lmd_matched_h5\lmd_matched_h5\A\I\Y\TRAIYAV12903CE8475.h5
TRAIYBV128F92EA359,Danzig,ARJZGP31187B9ACB5B,Mother 93,SOGDYTB12D02198105,thrall-demonsweatlive,data\lmd_matched_h5\lmd_matched_h5\A\I\Y\TRAIYBV128F92EA359.h5
TRAJANQ12903CCDF7F,Mark Medlock,ARUN4GR1187FB5418E,Mr. Love,SOYVRRA12AB018A33E,Rainbow's End,data\lmd_matched_h5\lmd_matched_h5\A\J\A\TRAJANQ12903CCDF7F.h5
TRAJBFE128F42B006B,Bic Runga,AR2R1BM1187FB3CF46,Listen,SOOXRPY12A8C13E1D7,Birds,data\lmd_matched_h5\lmd_matched_h5\A\J\B\TRAJBFE128F42B006B.h5
TRAJCDM128F42AF5E8,Three 6 Mafia Three 6 Mafia feat. Lil' Flip,ARWTBOY12454A52016,Don't Cha Get Mad,SOUFITS12A8C13E47E,Most Known Unknown (Explicit),data\lmd_matched_h5\lmd_matched_h5\A\J\C\TRAJCDM128F42AF5E8.h5
TRAJCGT128F423973D,Shamanic Tribes On Acid,ARVY2QZ1187B9A13CF,Sunrise Over Dopesville,SOFXAHK12A81C21232,Future World,data\lmd_matched_h5\lmd_matched_h5\A\J\C\TRAJCGT128F423973D.h5
TRAJCGX12903D03AC7,Darius & Finlay feat. Nicco,ARXVNNA12086C14B31,Rock To The Beat,SOAFTZO12AB018C064,Rock To The Beat,data\lmd_matched_h5\lmd_matched_h5\A\J\C\TRAJCGX12903D03AC7.h5
TRAJDQJ128F92DBB16,M.A.N.D.Y. vs. Booka Shade feat. Laurie Anderson,ARK3EVA1187B9BA3C4,O Superman,SOPZZBN12AAFF4299B,O Superman Remixes - Vinyl 2,data\lmd_matched_h5\lmd_matched_h5\A\J\D\TRAJDQJ128F92DBB16.h5
TRAJDTG128F148F3FC,The Corrs,ARLMSOV1187B9AE5D4,All I Have To Do Is Dream feat. Laurent Voulzy,SOOQCTJ12A6D4FA3E3,Dreams - The Ultimate Corrs Collection,data\lmd_matched_h5\lmd_matched_h5\A\J\D\TRAJDTG128F148F3FC.h5
TRAJDVB128F9341034,Real Life,ARYY4P11187FB4A075,Send Me An Angel (12 Remix),SODYNLW12AB01899CD,Send Me An Angel - '80s Synth Essentials,data\lmd_matched_h5\lmd_matched_h5\A\J\D\TRAJDVB128F9341034.h5
TRAJFBN128F930527C,Dr. Alban,ARCHO5Y1187FB5001F,Sing Hallelujah!,SOEFJDB12A8C139561,Happy New Year!,data\lmd_matched_h5\lmd_matched_h5\A\J\F\TRAJFBN128F930527C.h5
TRAJFCD128F42226F6,Marc Korn,AR3UG131187B9AF913,Feel Free (Original club Mix),SOTYTYS12A81C2021D,Feel Free,data\lmd_matched_h5\lmd_matched_h5\A\J\F\TRAJFCD128F42226F6.h5
TRAJGCP128F92DF6C9,Dan Hartman,AR86RD61187B9B6F6D,Instant Replay,SOASOVT12A8C142A03,The Pop Years 1978-1979,data\lmd_matched_h5\lmd_matched_h5\A\J\G\TRAJGCP128F92DF6C9.h5
TRAJGDN128F1453AC3,Enya,AREACYD1187FB566DE,La Sonadora,SOKXKTZ12A6701FA9E,The Memory Of Trees,data\lmd_matched_h5\lmd_matched_h5\A\J\G\TRAJGDN128F1453AC3.h5
TRAJHCO128F42570C1,Beenie Man Featuring Janet Jackson,ARVUN5F1187FB4CCC7,Feel It Boy (Deep Dish Danchall Remix) (Feat. Janet Jackson),SOBGXEU12A8AE45903,Feel It Boy,data\lmd_matched_h5\lmd_matched_h5\A\J\H\TRAJHCO128F42570C1.h5
TRAJHHH128F932B5E4,Katie Melua,ARJ0AL61187B9A3F27,The Closest Thing To Crazy,SOMHCQZ12A8C13B1A3,The Katie Melua Collection,data\lmd_matched_h5\lmd_matched_h5\A\J\H\TRAJHHH128F932B5E4.h5
TRAJIEU128F429B613,Tori Amos,AR4KS8C1187FB4CF3D,Happy Phantom (LP Version),SOHOKVS12B0B806160,Little Earthquakes,data\lmd_matched_h5\lmd_matched_h5\A\J\I\TRAJIEU128F429B613.h5
